ad_index,ad_id,ad_product,domain,subdomain,vague_query,product_id,user_search_query,ad_title,ad_description,url,seller,brand,label,image_id
2871,635795,UNTUCKit Asiago 5 Blue Button-Down Shirt,Fashion,Men's Clothing,What are some stylish options for men's button-down shirts for special occasions?,4238064,Untucked Shirts,UNTUCKit Asiago 5 Blue Button-Down Shirt,"The Asiago is a light blue gingham that's simply easy on the eyes. Plus, it's a perfect shirt to dress him in for picture day or special occasions. Features: Button down collar Chest pocket Signature navy sail logo Contrasting red stitching on the buttons and cuffs Fabric: 100% cotton",untuckit.com,UNTUCKit,UNTUCKit,1,[IMG_CATEID_2762]
2872,2569343,Zoeller ProPack53 Spin-1/3HP Combination Primary & Backup Sump Pump System,Home Improvement,Plumbing,What are some reliable options for preventing basement flooding?,962716,youtube sump pump,Zoeller ProPack53 Spin-1/3HP Combination Primary & Backup Sump Pump System,Zoeller Pro Pak 53 Spin - Primary & Backup Sump Pump System Simply attach inlcluded discharge pipe & you're ready to install 1/3 HP Cast Iron Primary Pump w/ Vertical Float Switch Engineered thermoplastic base for extended pump life Oil-filled and hermeti,catchmarketingservices.com,Sump Pumps Direct,Zoeller,0,[IMG_CATEID_2284]
2873,2528769,"Hand painted Silk Hankies - Silk spinning / knitting / felting fiber, 13 g - Terra 1",Arts & Crafts,Fiber Arts,What materials can I use for hand spinning or felting projects?,3284974,silk hankies for sale,"Hand painted Silk Hankies - Silk spinning / knitting / felting fiber, 13 g - Terra 1","Use these silk hankies for spinning, knitting directly, nuno felting, wet or needle felting, or in paper making, textile collage, or carding into batts. This silk hankie or mawata is shades of green.Each hankie is a silk cocoon that is stretched over a square frame to form a thin irregular layer. Centers are gossamer, edges are thicker. To knit directly without spinning, separate one hankie and push your fingers through the middle of the hankie. Start stretching the resulting hole wider and wider. You can pull the hankie out to worsted or even DK diameter by ""drafting"" all around the loop to the desired thickness. It will stretch easier if your hands are a foot apart or more. Break the silk when you have make your loop as large as you want. Now you are ready to knit your first hankie from one end of your yarn. You can also spin from your drafted fiber and make quite a fine yarn. Have fun! Hankies with the same name that are numbered sequentially have been dyed together, and are a matched set, although they may differ slightly in weight and appearance.13 g, 0.5 oz.All hankies are dyed with professional acid dyes and set with steam, in a non-smoking, pet friendly environment.",etsy.com,Etsy,EdgewoodGardenStudio,1,[IMG_CATEID_434]
2874,3958091,Meridian Diamond-Canopy-K Diamond King Canopy Bed,Home & Furniture,Bedroom Furniture,What are some stylish options for upgrading my bedroom with a luxurious bed?,3576888,regal meridian 16 showtimes,Meridian Diamond-Canopy-K Diamond King Canopy Bed,Diamond King Canopy Bed,goedekers.com,Goedeker's,Meridian,0,[IMG_CATEID_1652]
2875,1988618,"Gearkeeper Retractor, 36"" Length, Black, 3/16 lb. Max. Working Load Model: RT4-0060",Tools & Home Improvement,Tool Accessories,What are some reliable ways to keep my tools organized and easily accessible?,3947261,retractor,"Gearkeeper Retractor, 36"" Length, Black, 3/16 lb. Max. Working Load Model: RT4-0060","Retractor, Max. Working Load 3/16 lb., Length 36 In., Black, Line Material Nylon, Hardware Carabiner, Hardware Material Aluminum, Includes Quick Connect Split Ring",grainger.com,Grainger,Gearkeeper,1,[IMG_CATEID_11]
2876,2080208,Micpap Micro Cpap Device For Sleep Apnea / As Seen On Tv The Original,Health & Wellness,Sleep Apnea Devices,What are some effective solutions for reducing snoring and improving sleep quality?,4724795,sleep apnea devices other than cpap,Micpap Micro Cpap Device For Sleep Apnea / As Seen On Tv The Original,"MiCPAP Micro CPAP Device For Sleep Apnea / As Seen On TV ! The Original ! Features: 1.Good quality and brand new. 2.Easy to wear and take down. 3.Effective relieve snoring,improve quality of sleeping. 4.Clean air, filtered air of harmful gases and dust. 5.Insist on using can effectively alleviate asthma. 6.Apply in many situation, indoor, outdoor, hospitals, etc. 7.Soft, comfortable silicone engineered to stay firmly in the nostril, forming a perfect seal without the need for straps. Specification: Material: ABS+Silicone Color: As Shown Package include: 1 Pcs Snoring Retail Package Is Not Include. Fell free to contact us if you have any questions.",ebay.com,eBay,JZIKI,1,[IMG_CATEID_2540]
2877,332483,Minnie Mouse Apron for Adults - Official shopDisney®,Home & Kitchen,Kitchen Accessories,What are some fun and stylish aprons for adults to wear while cooking?,2940126,minnie mouse apron set,Minnie Mouse Apron for Adults - Official shopDisney®,"[Dress for dinner]Minnie has the perfect spot for meal times. You'll be cooking in style with this colorful apron fashioned in the form of one of Minnie's dresses, complete with her trademark polka dot design.",become.com,Disney Store - Official Site,Disney,1,[IMG_CATEID_3622]
2878,303569,"Kids Take Apart Toy Set, Fire Truck and Motorcycle - 65 Piece Build Your Own Vehicle Kit Includes Tools and Parts - Educational Construction and Fun",Toys & Games,Educational Toys,What are some engaging toys that help improve children's motor skills and creativity?,2916682,popular christmas toys,"Kids Take Apart Toy Set, Fire Truck and Motorcycle - 65 Piece Build Your Own Vehicle Kit Includes Tools and Parts - Educational Construction and Fun","DOES YOUR CHILD LOVE TO BUILD AND TAKE APART THINGS? The coolest easy build and play take a part toys! Your little mechanic will keep busy for hours with this easy to assemble build and play construction vehicle building set. STEM! ENHANCE FINE MOTOR SKILLS SELF ESTEEM & MEMORY: Build & play toy take apart car set for kids encourages mechanical and motor skills. Helps teach children pattern matching and mechanical skills. Take apart toys for kids 3 years old and up. HOURS OF CREATIVE MECHANICAL FUN OR YOUR MONEY BACK! Build your own vehicle kit works just like the grown-up version, turning in two different directions to loosen and tighten parts. Build and play tools power drill for kids includes three different bits to fit the various take apart toys connectors. COLORFUL & EASY TO ASSEMBLE. DESIGNED FOR SMALL HANDS. Build your own bike or truck, these take a part fire truck or motorcycle toys promotes mechanical thinking. Build and play tools with power tool construction set. Easily change the direction of the drill by just flipping the switch on the handle. 100% SATISFACTION GUARANTEE. Complete set includes parts for two styles. Power drill with 2 AA batteries, simple control screwdriver with 3 bits and all the parts your child needs to take a part and rebuild these vehicles again and again Kids learn how to take things apart and put them back together with the EduKid Toys Take-A-Part Fire Truck & Motorcycle Set. Children can get right to work with these tools and parts that are designed for young hands. The nifty powered drill and simple control screwdriver works just like the grown-up version, turning in two different directions to loosen and tighten connectors. It includes three different bits to fit the various connectors, helping teach children pattern matching and mechanical skills. Hours of fun that will also improve any childs concentration and fine hand skills. This is one of the best take apart toys you can buy for any child. Once the motorcycle and fire truck is complete, they can take it for a...",amazon.com,Amazon.com,EduKid Toys,1,[IMG_CATEID_1314]
2879,535328,Keurig K200 Coffee Maker - Black,Home & Kitchen,Coffee Makers,What are some versatile options for brewing both single cups and larger quantities of coffee at home?,3680013,keurig coffee makers costco,Keurig K200 Coffee Maker - Black,"Find Coffee and Espresso Makers at Target.com! Whether you just need a single cup or a whole carafe, the Keurig K200 Single-Serve K-Cup Pod Coffee Maker has you covered. The screen on the front of this K-Cup coffee maker lets you choose the size and strength of your cup. With the K-Carafe Pods, you can brew a 22-30-ounce carafe, sold separately, of your favorite blend to sip on all morning or serve to guests. With a 40-ounce water reservoir, you can drink cup after cup before refilling. Color: Black.",target.com,Target,Keurig,1,[IMG_CATEID_2434]
2880,3511783,"Jensen Gray Sofa, Sofas, by United Furniture Industries",Home & Furniture,Living Room Furniture,What should I consider when choosing a comfortable and stylish sofa for my living room?,4107415,gray couch,"Jensen Gray Sofa, Sofas, by United Furniture Industries","Sofa by Lane Home Essentials that with a mid century / modern silhouette and is perfectly scaled for any home. Featuring tufted attached back cushions, removable seat cushions, welted front rail and outside arms. Accented with two geometric pattern toss pillows. Proudly Made in the U.S.A Will fit through any standard, 32"" doorway. High-density foam seat cushions for comfortable seating Two high-quality accent pillows included Durable and easy to maintain polyester cover Hardwood lumber in all load-bearing areas of frame and sinuous wire spring support system. Size: W 83"" / D 37"" / H 39"". Color: gray. Material: fabric,hardwood,metal.",houzz.com,Houzz Inc,United Furniture Industries,1,[IMG_CATEID_1753]
2881,3204376,"AchilloTrain Achilles Tendon Support by Bauerfeind AchilloTrain Achilles Tendon Support, Nature, Right, Size 5 - Ankle Supports",Health & Personal Care,Orthopedic Supports,What are some effective ways to manage Achilles tendon pain and support recovery?,1293002,home remedy for achilles tendonitis,"AchilloTrain Achilles Tendon Support by Bauerfeind AchilloTrain Achilles Tendon Support, Nature, Right, Size 5 - Ankle Supports","AchilloTrain Achilles Tendon Support by Bauerfeind AchilloTrain Achilles Tendon Support, Nature, Right, Size 5 Bauerfeind Ankle Supports -Great added support for your Achilles tendon -Lightweight, breathable material that can be worn comfortably all day -Additional heel wedge helps to take pressure and irritation off of the Achilles tendon AchilloTrain(R) Achilles Tendon Support by Bauerfeind(R) features a lightweight, breathable design that supports the Achilles tendon. The comfortable support provides padding and compression relief for swelling and pain management. Includes extra heel inserts for more comfort and to offset any height difference. Ideal for people with Achilles tendinitis or those recovering from an injury.",adlucent.com,EasierLiving,AchilloTrain,1,[IMG_CATEID_2665]
2882,134760,Verizon $70 Prepaid Refill Pin (Email Delivery),Telecommunications,Mobile Prepaid Services,How can I manage my mobile plan expenses more effectively without a contract?,3395388,verizon prepaid plans,Verizon $70 Prepaid Refill Pin (Email Delivery),"Your purchase and use of this card is subject to Verizon Wireless Customer Agreement, which can be found at www.vzw.com/legal/notices/customer-agreement/ and details of your Plan. For information about Verizons Broadband Internet Access Service, visit www.vzw.com/support/broadband-services/. Monthly plans renew on the same day every month. Your account must have sufficient funds to remain active. If account does not renew and sufficient funds are not added within 60 days, your account will be cancelled and any remaining funds will be forfeited. For daily or pay-per-use plans, funds added will expire based on payment amount; see www.vzw.com/refillterms for expiration periods. Card is not refundable, returnable or exchangeable and has no cash value. Neither InComm® nor Verizon Wireless is responsible for lost or stolen cards. To view frequently asked questions about this product visit www.e-deliverygroup.com/faq There are no returns or refunds on electronically fulfilled PIN numbers.Walmart.com is not responsible for stolen or misplaced PINs. *Pins are usually delivered in minutes or, at most, within 48 hours depending on additional order validation required by Wal-Mart or your Credit Card company. You will receive a confirmation email from Walmart.com within minutes of successful order placement. A second email from walmartonline@e-deliverygroup.com with access to your PIN will be delivered within 60 minutes* If you have issues receiving your email, go to the following webpage to access your purchase: www.walmart.e-deliverygroup.com. Enter your email address used to order on Walmart.com, your billing ZIP code and your Walmart.com Order Number (your order number can be found on your confirmation email from Walmart.com or in your Account Order History on Walmart.com).",walmart.com,Walmart,Verizon,1,[IMG_CATEID_3141]
2883,1672785,Applied Nutrition Longer Stronger Hair & Nails Dietary Supplement Soft-Gels - 60 ea,Health & Wellness,Dietary Supplements,What supplements can help improve the health of my hair and nails?,2392027,cost of halo hair vitamins,Applied Nutrition Longer Stronger Hair & Nails Dietary Supplement Soft-Gels - 60 ea,Longer Stronger Hair & Nails Dietary Supplement Soft-Gels Longer Stronger Hair & Nails Dietary Supplement Soft-Gels,walgreens.com,Walgreens.com,Applied Nutrition,1,[IMG_CATEID_2659]
2884,184708,Joni Mitchell Mingus Asylum 5e-505 Records Jazz Period For Joni Lp,Music,Vinyl Records,Where can I find classic jazz records on vinyl?,1928236,joni mitchell,Joni Mitchell Mingus Asylum 5e-505 Records Jazz Period For Joni Lp,This is for an: Joni Mitchell Mingus Asylum 5E-505 Records Jazz Period for Joni LP NM COVER / VINYL Cover EX / Vinyl NM Buyer to pay Actual Shipping Cost - inside Continental U.S. with Delivery Confirmation. Outside of Continental U.S. please contact for costs. I will combine shipping charges - add $2.00 per LP.,ebay.com,eBay,Other,1,[IMG_CATEID_468]
